;182
tareas;1
disney;1
logrados;1
muestra;1
applications;1
demanda;1
determinados;1
crecido;1
three;1
visualizaciones;1
logged;1
casi;1
nosotros;1
bien;1
quedarse;1
primeras;1
lives;1
impulsando;1
hayan;1
light;1
estaban;1
mantenido;1
mayoria;1
computer;1
rebound;1
documentos;1
relacionada;1
twitch;1
julio;1
vuelta;1
permanent;1
parecidos;1
usar;1
httpstalkinginfluencecom20200407covid19lockdownleadsto24increaseintwitchviewership;1
cuatrimestre;1
otros;1
diario;1
simple;1
esistemas;1
provocando;1
protocol;1
dar;1
day;1
crisis;1
presentes;1
cierta;1
formar;1
facilitado;1
httpsnpawcombloghowcovid19ischangingonlinestreamingbehaviorglobally;1
campo;1
bajando;1
most;1
indifferent;1
daily;1
organizativa;1
costumbres;1
globally;1
restricciones;1
general;1
nadie;1
computacion;1
saw;1
alternative;1
zoom;1
httpsrevistasucmesindexphphicsarticleview742374564456555847;1
bibliografia;1
various;1
httpswwwxatakacomaplicacioneszoommicrosoftteamsgrandesganadoresestacuarentenaappsvideollamadaarrasanmillonesnuevosusuarios;1
ningun;1
estaba;1
account;1
disproportionate;1
sociales;1
siguientes;1
cambios;1
httpswwwunorgsitesun2unorgfilespolicybriefeducationduringcovid19andbeyondspanishpdf;1
escalando;1
actividad;1
mantener;1
permiten;1
mientras;1
misma;1
gente;1
volviendo;1
ugr;1
flujo;1
prima;1
personal;1
personas;1
as;1
cual;1
gracias;1
ello;1
disparada;1
reunirse;1
complejo;1
distanciamiento;1
virus;1
anterior;1
sea;1
horas;1
ultimos;1
equipos;1
restaurantes;1
cc;1
nunca;1
marco;1
possible;1
reportandose;1
duplicado;1
habia;1
resumen;1
ellos;1
nuestra;1
adding;1
comienzos;1
labores;1
ahorrar;1
llegaron;1
sobre;1
algunos;1
pueden;1
final;1
carry;1
algun;1
importance;1
2012;1
streamers;1
sin;1
respecto;1
mostrando;1
over;1
2022;1
2021;1
presente;1
claro;1
500;1
uno;1
niveles;1
very;1
segura;1
usadas;1
tasks;1
reduce;1
terminado;1
gastados;1
likely;1
ip;1
ir;1
unicamente;1
implementacion;1
puedan;1
525;1
remotely;1
decada;1
dos;1
brote;1
streaming;1
world;1
ecommerce;1
consecuencias;1
may;1
4000;1
httpselpaiscomeconomiaestardondeestes20210204teletrabajosehaconsolidadoenespanahtml;1
reforzarse;1
300;1
esenciales;1
elementos;1
fue;1
espanola;1
undeniable;1
fuerte;1
especialmente;1
interconexion;1
use;1
distancing;1
ofrecer;1
ofrecen;1
lockdown;1
communication;1
different;1
months;1
infraestructura;1
sigue;1
repunte;1
equipment;1
essay;1
ni;1
intenten;1
derivado;1
protagonismo;1
sean;1
acedo;1
habian;1
espanolas;1
enero;1
httpswwwsciencedirectcomsciencearticlepiis1674862x20300665;1
viable;1
or;1
dado;1
internacional;1
alquiler;1
conocido;1
adaptation;1
adopcion;1
aumentar;1
salas;1
desempenar;1
venga;1
estimate;1
trends;1
10;1
reportaron;1
based;1
13;1
19;1
jitsi;1
hyland;1
apuesta;1
comenzo;1
20;1
21;1
23;1
25;1
acceso;1
fundamental;1
global;1
netflix;1
percibe;1
sus;1
oms;1
volver;1
30;1
participants;1
34;1
cualquier;1
afianzado;1
tendencias;1
mano;1
valor;1
people;1
necesario;1
introduccion;1
40;1
lugar;1
fuente;1
generalice;1
onbase;1
httpswwwthehinducomscitechtechnologyinternetgooglemeetsees30foldgrowthsincejanuaryarticle31631115ece;1
roughly;1
calcula;1
sector;1
informaticos;1
revisaremos;1
especially;1
httpswwwinfoqcomnews202008googlemeetscaling;1
cantidad;1
httpsexpansionmxtecnologia20200415microsoftteamsygooglemeetsumanmillonesdeusuariosgraciasalcoronavirus;1
internet;1
higher;1
allow;1
67;1
changes;1
httpsvirtualizationreviewcomarticles20201117cloudspendingaspx;1
permanentes;1
learning;1
comprado;1
oficina;1
videostreaming;1
70;1
every;1
75;1
queden;1
gotomeeting;1
normal;1
httpswwwresearchgatenetpublication344361691thetrendinusingonlinemeetingapplicationsforlearningduringtheperiodofpandemiccovid19aliteraturereview;1
aqui;1
technology;1
informatico;1
permitieran;1
superior;1
rapida;1
80;1
82;1
entonces;1
realizar;1
salir;1
reach;1
during;1
review;1
90;1
apostaban;1
diera;1
between;1
aumentando;1
van;1
podido;1
work;1
vieron;1
provocada;1
familiares;1
anyone;1
situarse;1
regions;1
sharepoint;1
out;1
27fold;1
incrementar;1
conexion;1
programacion;1
otorgan;1
ingresos;1
europa;1
caused;1
abstract;1
debido;1
elemento;1
laborales;1
principales;1
data;1
parcial;1
existence;1
blog;1
sales;1
analizaremos;1
informacion;1
consequences;1
denominados;1
desmesurado;1
incrementado;1
tan;1
httpsesstatistacomgrafico21912losingresosdezoomsedisparanconelcoronavirus;1
afectado;1
revision;1
comprobar;1
here;1
mucha;1
transporte;1
concreto;1
avances;1
muy;1
projected;1
computing;1
cuenta;1
competitividad;1
papel;1
ine;1
growth;1
